"id","text","section_code","section_name","source_version","source_scope","kind","tone","rarity","char_count","skill","mental","money","ai"
"1077","你今天没多刷题，只把一道题的讲法理顺了。","V","study_rhythm","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","20","3","-5","0","0"
"1078","你把错题当记录，不当羞耻，进步就会快一点。","V","study_rhythm","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","21","3","-5","0","0"
"1079","你不是在和题目较劲，是在和自己的拖延较劲。","V","study_rhythm","2026-06-18-round10-learning","round10-learning-extension","learning","sharp","uncommon","21","3","-5","0","0"
"1080","你给项目提 PR 前，先把自己从“提需求的人”切回“帮忙的人”。","V","open_source","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","32","2","-4","4","0"
"1081","你补一段文档，也是在替自己的信用存款。","V","open_source","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","19","2","-4","4","0"
"1082","你第一次处理 issue，学到的不是 Git，是边界感。","V","open_source","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","28","2","-4","4","0"
"1083","你开始维护后才知道，热心不是无限续杯。","V","open_source","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","19","2","-4","4","0"
"1084","你把 bug 说清楚，已经替维护者省了一半力气。","V","open_source","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","24","2","-4","4","0"
"1085","你愿意从小修开始，说明你已经进入协作模式了。","V","open_source","2026-06-18-round10-learning","round10-learning-extension","learning","sharp","uncommon","22","2","-4","4","0"
"1086","开源不是免费外包，是公开协作。","V","open_source","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","15","2","-4","4","0"
"1087","你不是每次都要写大功能，修一个小洞也算参与。","V","open_source","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","22","2","-4","4","0"
"1088","你提交的不是代码片段，是你对问题的理解。","V","open_source","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","20","2","-4","4","0"
"1089","你开始看懂项目节奏后，才知道沉默有时也是回复。","V","open_source","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","23","2","-4","4","0"
"1090","你把 issue 写成可行动的描述，别人就更容易接住。","V","open_source","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","27","2","-4","4","0"
"1091","你帮别人的项目补了一刀，也顺手练了自己的刀法。","V","open_source","2026-06-18-round10-learning","round10-learning-extension","learning","sharp","uncommon","23","2","-4","4","0"
"1092","你笔记不是为了收藏，是为了让未来的自己少问一遍。","V","knowledge_mgmt","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","24","2","-3","0","6"
"1093","你把上下文写下来，脑子才不用一直开着。","V","knowledge_mgmt","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","19","2","-3","0","6"
"1094","知识管理做得好，很多重复劳动会自动消失。","V","knowledge_mgmt","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","20","2","-3","0","6"
"1095","你不是记得少，是没把检索路径设计好。","V","knowledge_mgmt","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","18","2","-3","0","6"
"1096","文档写清楚，团队就少靠猜。","V","knowledge_mgmt","2026-06-18-round10-learning","round10-learning-extension","learning","sharp","uncommon","13","2","-3","0","6"
"1097","你把知识拆成小块，回头找的时候才不会翻车。","V","knowledge_mgmt","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","21","2","-3","0","6"
"1098","你今天记下来的关键词，可能就是明天的救命绳。","V","knowledge_mgmt","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","22","2","-3","0","6"
"1099","你写笔记时多补一句“为什么”，比只记“是什么”更值钱。","V","knowledge_mgmt","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","27","2","-3","0","6"
"1100","笔记不是仓库，是未来决策的脚手架。","V","knowledge_mgmt","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","17","2","-3","0","6"
"1101","你把经验沉淀成条目，问题就不再每次从零开始。","V","knowledge_mgmt","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","22","2","-3","0","6"
"1102","让别人能复用的内容，才是真的知识。","V","knowledge_mgmt","2026-06-18-round10-learning","round10-learning-extension","learning","sharp","uncommon","17","2","-3","0","6"
"1103","你不是记不住，是之前没给记忆一个好入口。","V","knowledge_mgmt","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","20","2","-3","0","6"
"1104","这次没过，不是终局，只是把薄弱点提前曝光了。","V","interview_review","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","22","3","-5","0","0"
"1105","这次没过不是终局，只是把补课清单摊开了。","V","interview_review","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","20","3","-5","0","0"
"1106","你把每次面试当回放，就不再把结果当判决。","V","interview_review","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","20","3","-5","0","0"
"1107","讲得顺不等于真的懂，复盘就是把这一点拆开看。","V","interview_review","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","22","3","-5","0","0"
"1108","你答得不漂亮，不代表你的职业线就断了。","V","interview_review","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","19","3","-5","0","0"
"1109","你整理失误的方式，决定了下次回答的上限。","V","interview_review","2026-06-18-round10-learning","round10-learning-extension","learning","sharp","uncommon","20","3","-5","0","0"
"1110","你承认不会以后，讨论反而更像专业协作。","V","interview_review","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","19","3","-5","0","0"
"1111","你现在补的不是面试模板，是表达结构。","V","interview_review","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","18","3","-5","0","0"
"1112","你知道哪里卡住，就已经比只抱怨题目强。","V","interview_review","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","19","3","-5","0","0"
"1113","题目空白的地方，往往正是你最该复习的地图。","V","interview_review","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","21","3","-5","0","0"
"1114","你把面试当一次反馈回收，而不是一次生死判决。","V","interview_review","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","22","3","-5","0","0"
"1115","复盘到最后，真正缺的通常不是答案，是组织方式。","V","interview_review","2026-06-18-round10-learning","round10-learning-extension","learning","sharp","uncommon","23","3","-5","0","0"
"1116","35+ 之后成长不一定更慢，但会先问值不值。","V","35plus","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","22","0","6","0","0"
"1117","你不用和新人比刷新率，可以比稳定交付。","V","35plus","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","19","0","6","0","0"
"1118","你现在更值钱的地方，不是手速，是取舍。","V","35plus","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","19","0","6","0","0"
"1119","经验不是包袱，前提是别拿旧办法硬打新局。","V","35plus","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","20","0","6","0","0"
"1120","你不再用熬夜换进度，学习曲线反而少了抖动。","V","35plus","2026-06-18-round10-learning","round10-learning-extension","learning","sharp","uncommon","21","0","6","0","0"
"1121","35+ 不是下坡提示，更像一次路线重算。","V","35plus","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","20","0","6","0","0"
"1122","你今天少透支一点，是为了明天还能继续上线。","V","35plus","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","21","0","6","0","0"
"1123","你开始挑选学习内容，说明你不再靠数量安慰自己。","V","35plus","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","23","0","6","0","0"
"1124","你不是老了，是开始认真计算代价了。","V","35plus","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","17","0","6","0","0"
"1125","你减少噪音后，成长会更像积累。","V","35plus","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","15","0","6","0","0"
"1126","你终于知道，经验要和新问题配套才有价值。","V","35plus","2026-06-18-round10-learning","round10-learning-extension","learning","sharp","uncommon","20","0","6","0","0"
"1127","你现在追的不是“快”，而是“每一步都算数”。","V","35plus","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","22","0","6","0","0"
"1128","远程协作不是少说话，是把话写成别人能接着做的文本。","V","remote_collab","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","25","1","4","0","0"
"1129","你把状态写清楚，别人就少猜你卡在哪。","V","remote_collab","2026-06-18-round10-learning","round10-learning-extension","life","gentle","common","18","1","4","0","0"
"1130","异步不是不理人，是给双方留出处理缓冲。","V","remote_collab","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","19","1","4","0","0"
"1131","你把上下文放进文档，会议就少一点补锅味。","V","remote_collab","2026-06-18-round10-learning","round10-learning-extension","life","gentle","common","20","1","4","0","0"
"1132","远程协作最值钱的不是在线时长，是可追踪性。","V","remote_collab","2026-06-18-round10-learning","round10-learning-extension","life","sharp","uncommon","21","1","4","0","0"
"1133","你把结论落到文字里，协作误差立刻少一截。","V","remote_collab","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","20","1","4","0","0"
"1134","你不是不合群，你是在用更稳的方式配合别人。","V","remote_collab","2026-06-18-round10-learning","round10-learning-extension","life","gentle","common","21","1","4","0","0"
"1135","远程团队靠的不是喊得响，是交接得顺。","V","remote_collab","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","18","1","4","0","0"
"1136","你留给同事的不是一句“我知道”，而是一段能复用的背景。","V","remote_collab","2026-06-18-round10-learning","round10-learning-extension","life","gentle","common","27","1","4","0","0"
"1137","你把问题写完整，协作成本就会明显下降。","V","remote_collab","2026-06-18-round10-learning","round10-learning-extension","life","sharp","uncommon","19","1","4","0","0"
"1138","让别人一眼接住你的意图，比临时解释更省力。","V","remote_collab","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","21","1","4","0","0"
"1139","你今天多写两行说明，明天就少开一轮对齐。","V","remote_collab","2026-06-18-round10-learning","round10-learning-extension","life","gentle","common","20","1","4","0","0"
"1140","你读英文时卡住的常常不是单词，是上下文。","V","writing_english","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","20","2","-3","0","6"
"1141","你开始把英文当工具用，而不是当考试题。","V","writing_english","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","19","2","-3","0","6"
"1142","你开始用英文做记录后，模糊概念会少很多。","V","writing_english","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","20","1","4","0","0"
"1143","写英文慢一点，反而更接近真正可交接的表达。","V","writing_english","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","21","1","4","0","0"
"1144","你认真读完 README，发现答案早躲在开头几行。","V","writing_english","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","25","2","-3","0","6"
"1145","英语不是考试科目，是你读资料和写结论的工作接口。","V","writing_english","2026-06-18-round10-learning","round10-learning-extension","learning","sharp","uncommon","24","1","4","0","0"
"1146","你学会先看文档再问人，合作成本就会降下来。","V","writing_english","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","21","2","-3","0","6"
"1147","你写注释多交代一层，未来排查少掉一格血。","V","writing_english","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","20","1","4","0","0"
"1148","你今天多读三页文档，明天少开一个会。","V","writing_english","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","18","2","-3","0","6"
"1149","你把英文文档当接口读，脑子少绕一层。","V","writing_english","2026-06-18-round10-learning","round10-learning-extension","learning","gentle","common","18","1","4","0","0"
"1150","文档不是装饰，它经常是最低成本的老师。","V","writing_english","2026-06-18-round10-learning","round10-learning-extension","learning","sharp","uncommon","19","2","-3","0","6"
"1151","你用英文写清楚，别人就更容易在正确位置接手。","V","writing_english","2026-06-18-round10-learning","round10-learning-extension","learning","resonant","common","22","1","4","0","0"
"1152","你的副业还没消失，只是在低速档慢慢跑。","V","side_project","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","19","2","-4","4","0"
"1153","副业最容易失控的瞬间，是你又想顺手扩范围。","V","side_project","2026-06-18-round10-learning","round10-learning-extension","life","gentle","common","21","2","-4","4","0"
"1154","你把项目切小以后，下班后终于能推得动一点。","V","side_project","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","21","2","-4","4","0"
"1155","你缺的不是灵感，是连续几天都不鸽的节奏。","V","side_project","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","20","2","-4","4","0"
"1156","副业想活下来，先别追热点，先保住更新频率。","V","side_project","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","21","2","-4","4","0"
"1157","你给副业预留的不是豪言，是晚饭后那段小窗口。","V","side_project","2026-06-18-round10-learning","round10-learning-extension","life","gentle","common","22","2","-4","4","0"
"1158","你把侧项目当实验，压力就不再像欠账。","V","side_project","2026-06-18-round10-learning","round10-learning-extension","life","gentle","common","18","2","-4","4","0"
"1159","它还没赚钱，但你学会了别用主业血条去喂它。","V","side_project","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","21","2","-4","4","0"
"1160","侧项目仍在发芽，只是生长速度没有短视频那么快。","V","side_project","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","23","2","-4","4","0"
"1161","今天只前进了一小格，但它不再只是脑内项目。","V","side_project","2026-06-18-round10-learning","round10-learning-extension","life","gentle","common","21","2","-4","4","0"
"1162","让项目先跑起来，比给它想一个宏大定位更重要。","V","side_project","2026-06-18-round10-learning","round10-learning-extension","life","sharp","uncommon","22","2","-4","4","0"
"1163","你把目标缩小到今天能做完的事，副业才不容易死在开头。","V","side_project","2026-06-18-round10-learning","round10-learning-extension","life","gentle","common","26","2","-4","4","0"
"1164","转向不等于失败，只是你开始读一张新地图。","V","career_switch","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","20","3","-5","0","0"
"1165","换方向最难的不是新内容，是别老拿旧成绩证明自己。","V","career_switch","2026-06-18-round10-learning","round10-learning-extension","life","gentle","common","24","3","-5","0","0"
"1166","你真正要补的不是新 title，而是新问题的定义方式。","V","career_switch","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","27","3","-5","0","0"
"1167","转向不是推倒重来，是把旧经验拆开重新装配。","V","career_switch","2026-06-18-round10-learning","round10-learning-extension","life","gentle","common","21","3","-5","0","0"
"1168","你在新位置上不熟练，很正常，熟练本来就要时间。","V","career_switch","2026-06-18-round10-learning","round10-learning-extension","life","gentle","common","23","3","-5","0","0"
"1169","你现在的生疏，只是新赛道的磨合期。","V","career_switch","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","17","3","-5","0","0"
"1170","你把旧经验迁过去，发现不少模块还能复用。","V","career_switch","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","20","3","-5","0","0"
"1171","你不是清零重开，只是在把战场重新选一遍。","V","career_switch","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","20","3","-5","0","0"
"1172","方向变了，价值也会跟着换算法。","V","career_switch","2026-06-18-round10-learning","round10-learning-extension","life","sharp","uncommon","15","3","-5","0","0"
"1173","你今天慢一点，不代表你没有在往前。","V","career_switch","2026-06-18-round10-learning","round10-learning-extension","life","gentle","common","17","3","-5","0","0"
"1174","你补的不是身份焦虑，是适配新环境的能力。","V","career_switch","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","20","3","-5","0","0"
"1175","先把方向对齐，再谈速度，损耗会少很多。","V","career_switch","2026-06-18-round10-learning","round10-learning-extension","life","resonant","common","19","3","-5","0","0"
"1176","你说只再看一眼，结果天亮先替你签退。","W","睡眠","2026-06-18-round11-life","round11-life-extension","health","wry","common","18","0","7","0","0"
"1177","大脑还在回放白天的报错，身体已经催你关机。","W","睡眠","2026-06-18-round11-life","round11-life-extension","health","sharp","uncommon","21","0","7","0","0"
"1178","闹钟还没响，昨晚的疲惫先上线了。","W","睡眠","2026-06-18-round11-life","round11-life-extension","health","wry","common","16","0","7","0","0"
"1179","你不是睡不着，是所有未完成的事都在床边排队。","W","睡眠","2026-06-18-round11-life","round11-life-extension","health","resonant","common","22","0","7","0","0"
"1180","关灯之后，焦虑比你更早进入夜班。","W","睡眠","2026-06-18-round11-life","round11-life-extension","health","sharp","uncommon","16","0","7","0","0"
"1181","计划早睡的人很多，真正躺平的只有枕头。","W","睡眠","2026-06-18-round11-life","round11-life-extension","health","gentle","common","19","0","7","0","0"
"1182","今晚的困意很正常，只是被你反复刷新掉了。","W","睡眠","2026-06-18-round11-life","round11-life-extension","health","wry","common","20","0","7","0","0"
"1183","你以为在放松，身体其实在后台抢救续航。","W","睡眠","2026-06-18-round11-life","round11-life-extension","health","resonant","common","19","0","7","0","0"
"1184","入睡进度卡住时，连翻身都像在调试。","W","睡眠","2026-06-18-round11-life","round11-life-extension","health","wry","common","17","0","7","0","0"
"1185","这次失眠不是例外，它已经成了默认行为。","W","睡眠","2026-06-18-round11-life","round11-life-extension","health","resonant","common","19","0","7","0","0"
"1186","早高峰不是拥堵，是把清醒值先收走。","W","通勤","2026-06-18-round11-life","round11-life-extension","life","wry","common","17","0","5","0","0"
"1187","你到公司时人到了，体力只送到半路。","W","通勤","2026-06-18-round11-life","round11-life-extension","life","sharp","uncommon","17","0","5","0","0"
"1188","地铁再稳，也稳不住你今天的情绪。","W","通勤","2026-06-18-round11-life","round11-life-extension","life","wry","common","16","0","5","0","0"
"1189","通勤像每天的预热关卡，难度固定，奖励没有。","W","通勤","2026-06-18-round11-life","round11-life-extension","life","resonant","common","21","0","5","0","0"
"1190","这段路最擅长做的事，就是提前消耗你。","W","通勤","2026-06-18-round11-life","round11-life-extension","life","sharp","uncommon","18","0","5","0","0"
"1191","今天比昨天早出门十分钟，结果还是晚了一点。","W","通勤","2026-06-18-round11-life","round11-life-extension","life","gentle","common","21","0","5","0","0"
"1192","站在车厢里，你只是看起来很完整。","W","通勤","2026-06-18-round11-life","round11-life-extension","life","wry","common","16","0","5","0","0"
"1193","城市把你从家门口一路压缩到工位。","W","通勤","2026-06-18-round11-life","round11-life-extension","life","resonant","common","16","0","5","0","0"
"1194","每天花在路上的不是时间，是备用精神。","W","通勤","2026-06-18-round11-life","round11-life-extension","life","wry","common","18","0","5","0","0"
"1195","回程最累的不是距离，是还得把自己重新拼起来。","W","通勤","2026-06-18-round11-life","round11-life-extension","life","resonant","common","22","0","5","0","0"
"1196","你的晚饭总在最晚的那一刻才被想起。","W","饮食/外卖","2026-06-18-round11-life","round11-life-extension","health","wry","common","17","0","7","0","0"
"1197","外卖很方便，方便到把做饭技能彻底搁置。","W","饮食/外卖","2026-06-18-round11-life","round11-life-extension","health","sharp","uncommon","19","0","7","0","0"
"1198","冰箱不是空，是你一直没给它部署内容。","W","饮食/外卖","2026-06-18-round11-life","round11-life-extension","health","wry","common","18","0","7","0","0"
"1199","这顿饭看起来随便，身体其实已经记账。","W","饮食/外卖","2026-06-18-round11-life","round11-life-extension","health","resonant","common","18","0","7","0","0"
"1200","先凑合三餐，再谈状态回升，顺序通常错了。","W","饮食/外卖","2026-06-18-round11-life","round11-life-extension","health","sharp","uncommon","20","0","7","0","0"
"1201","你不是不想吃好点，只是每晚都被时间催单。","W","饮食/外卖","2026-06-18-round11-life","round11-life-extension","health","gentle","common","20","0","7","0","0"
"1202","一次外卖没什么，连续靠它续命就开始掉线。","W","饮食/外卖","2026-06-18-round11-life","round11-life-extension","health","wry","common","20","0","7","0","0"
"1203","吃饭这件事被你压缩得像一段短请求。","W","饮食/外卖","2026-06-18-round11-life","round11-life-extension","health","resonant","common","17","0","7","0","0"
"1204","口味变重以后，连胃都在要求版本回退。","W","饮食/外卖","2026-06-18-round11-life","round11-life-extension","health","wry","common","18","0","7","0","0"
"1205","你以为自己在省事，身体只感到在被敷衍。","W","饮食/外卖","2026-06-18-round11-life","round11-life-extension","health","resonant","common","19","0","7","0","0"
"1206","颈椎已经提醒过很多次，只是你一直假装没听见。","W","健康","2026-06-18-round11-life","round11-life-extension","health","wry","common","22","0","7","0","0"
"1207","久坐一天后，站起来都像在重新加载。","W","健康","2026-06-18-round11-life","round11-life-extension","health","sharp","uncommon","17","0","7","0","0"
"1208","体检单一出来，才发现身体也会写日志。","W","健康","2026-06-18-round11-life","round11-life-extension","health","wry","common","18","0","7","0","0"
"1209","你总说还能扛，身体却在慢慢给你降权限。","W","健康","2026-06-18-round11-life","round11-life-extension","health","resonant","common","19","0","7","0","0"
"1210","疲劳不是状态美化，它是实打实的损耗。","W","健康","2026-06-18-round11-life","round11-life-extension","health","sharp","uncommon","18","0","7","0","0"
"1211","每次说下周运动，身体都知道那多半是空头承诺。","W","健康","2026-06-18-round11-life","round11-life-extension","health","gentle","common","22","0","7","0","0"
"1212","眼睛酸、肩膀硬、胃不稳，像三个不同模块同时报错。","W","健康","2026-06-18-round11-life","round11-life-extension","health","wry","common","24","0","7","0","0"
"1213","你省下的不是休息时间，是以后更大的维护成本。","W","健康","2026-06-18-round11-life","round11-life-extension","health","resonant","common","22","0","7","0","0"
"1214","健康没掉到红线前，最容易被误判成没事。","W","健康","2026-06-18-round11-life","round11-life-extension","health","wry","common","19","0","7","0","0"
"1215","真正麻烦的从来不是今天这点累，是累被你积成了常态。","W","健康","2026-06-18-round11-life","round11-life-extension","health","resonant","common","25","0","7","0","0"
"1216","运动计划写得很满，执行时总被沙发拦截。","W","运动/健身","2026-06-18-round11-life","round11-life-extension","health","wry","common","19","0","7","0","0"
"1217","你不是没动力，是下班后剩余电量只够走到门口。","W","运动/健身","2026-06-18-round11-life","round11-life-extension","health","sharp","uncommon","22","0","7","0","0"
"1218","跑步前的犹豫，通常比跑步本身更长。","W","运动/健身","2026-06-18-round11-life","round11-life-extension","health","wry","common","17","0","7","0","0"
"1219","进入健身房那一刻，你才想起自己其实很久没活动了。","W","运动/健身","2026-06-18-round11-life","round11-life-extension","health","resonant","common","24","0","7","0","0"
"1220","运动能回血，但前提是你得先舍得离开椅子。","W","运动/健身","2026-06-18-round11-life","round11-life-extension","health","sharp","uncommon","20","0","7","0","0"
"1221","想恢复状态的人很多，真正流汗的人很少。","W","运动/健身","2026-06-18-round11-life","round11-life-extension","health","gentle","common","19","0","7","0","0"
"1222","身体需要的是规律，不是偶尔一次很猛的补救。","W","运动/健身","2026-06-18-round11-life","round11-life-extension","health","wry","common","21","0","7","0","0"
"1223","每次运动结束后，你都比开始时更像自己。","W","运动/健身","2026-06-18-round11-life","round11-life-extension","health","resonant","common","19","0","7","0","0"
"1224","今天少动的那一小时，明天会用僵硬来提醒你。","W","运动/健身","2026-06-18-round11-life","round11-life-extension","health","wry","common","21","0","7","0","0"
"1225","你不是讨厌锻炼，你只是一直把它排在最后。","W","运动/健身","2026-06-18-round11-life","round11-life-extension","health","resonant","common","20","0","7","0","0"
"1226","伴侣说话时，你的注意力还停在工单里。","W","家庭/恋爱","2026-06-18-round11-life","round11-life-extension","life","wry","common","18","0","5","0","0"
"1227","家里不是没有事，是你总把它排到最末尾。","W","家庭/恋爱","2026-06-18-round11-life","round11-life-extension","life","sharp","uncommon","19","0","5","0","0"
"1228","回家后的第一句如果还是工作，气氛就先降温了。","W","家庭/恋爱","2026-06-18-round11-life","round11-life-extension","life","wry","common","22","0","5","0","0"
"1229","你以为自己在扛责任，别人感受到的却是缺席。","W","家庭/恋爱","2026-06-18-round11-life","round11-life-extension","life","resonant","common","21","0","5","0","0"
"1230","亲密关系最怕的不是争吵，是长期得不到回应。","W","家庭/恋爱","2026-06-18-round11-life","round11-life-extension","life","sharp","uncommon","21","0","5","0","0"
"1231","你很努力在解决外面的事，却常把里面的人晾着。","W","家庭/恋爱","2026-06-18-round11-life","round11-life-extension","life","gentle","common","22","0","5","0","0"
"1232","该陪伴的时候不在场，错过的往往不是一顿饭。","W","家庭/恋爱","2026-06-18-round11-life","round11-life-extension","life","wry","common","21","0","5","0","0"
"1233","家庭需要的不是解释，是你真正停下来。","W","家庭/恋爱","2026-06-18-round11-life","round11-life-extension","life","resonant","common","18","0","5","0","0"
"1234","爱情和工作同时争资源时，感情通常最先饿着。","W","家庭/恋爱","2026-06-18-round11-life","round11-life-extension","life","wry","common","21","0","5","0","0"
"1235","不是没时间相处，是你总把余量留给别的地方。","W","家庭/恋爱","2026-06-18-round11-life","round11-life-extension","life","resonant","common","21","0","5","0","0"
"1236","消息一直想回，最后却回成了最近有点忙。","W","社交/朋友","2026-06-18-round11-life","round11-life-extension","life","wry","common","19","0","5","0","0"
"1237","朋友约你，不是每次都能约到下一次。","W","社交/朋友","2026-06-18-round11-life","round11-life-extension","life","sharp","uncommon","17","0","5","0","0"
"1238","你不是不合群，只是社交窗口被太多事挤没了。","W","社交/朋友","2026-06-18-round11-life","round11-life-extension","life","wry","common","21","0","5","0","0"
"1239","聊天还没热起来，你的精力先断流了。","W","社交/朋友","2026-06-18-round11-life","round11-life-extension","life","resonant","common","17","0","5","0","0"
"1240","很多关系不是淡掉的，是被你拖慢的。","W","社交/朋友","2026-06-18-round11-life","round11-life-extension","life","sharp","uncommon","17","0","5","0","0"
"1241","见面这件事越往后放，越容易变成口头承诺。","W","社交/朋友","2026-06-18-round11-life","round11-life-extension","life","gentle","common","20","0","5","0","0"
"1242","你会聊天，但很难稳定地把自己交出去。","W","社交/朋友","2026-06-18-round11-life","round11-life-extension","life","wry","common","18","0","5","0","0"
"1243","熟人越来越多，真正能见面的却越来越少。","W","社交/朋友","2026-06-18-round11-life","round11-life-extension","life","resonant","common","19","0","5","0","0"
"1244","社交一旦被压缩成消息框，温度就会掉。","W","社交/朋友","2026-06-18-round11-life","round11-life-extension","life","wry","common","18","0","5","0","0"
"1245","你缺的不是联系人，是愿意腾出来的时间。","W","社交/朋友","2026-06-18-round11-life","round11-life-extension","life","resonant","common","19","0","5","0","0"
"1246","房子换了，生活却还在慢慢找电源位置。","W","居住/租房","2026-06-18-round11-life","round11-life-extension","life","wry","common","18","0","5","0","0"
"1247","租房最累的不是看房，是反复适应新环境。","W","居住/租房","2026-06-18-round11-life","round11-life-extension","life","sharp","uncommon","19","0","5","0","0"
"1248","每次搬家都像把一整套习惯重新打包。","W","居住/租房","2026-06-18-round11-life","round11-life-extension","life","wry","common","17","0","5","0","0"
"1249","你终于离公司近了，却离舒适感远了。","W","居住/租房","2026-06-18-round11-life","round11-life-extension","life","resonant","common","17","0","5","0","0"
"1250","住处不稳，连情绪都很难真正落地。","W","居住/租房","2026-06-18-round11-life","round11-life-extension","life","sharp","uncommon","16","0","5","0","0"
"1251","新房间再整齐，也要过几天才像自己的。","W","居住/租房","2026-06-18-round11-life","round11-life-extension","life","gentle","common","18","0","5","0","0"
"1252","搬走的箱子里，装的还有你没来得及安顿的心情。","W","居住/租房","2026-06-18-round11-life","round11-life-extension","life","wry","common","22","0","5","0","0"
"1253","房租一涨，生活就自动多了一层压力。","W","居住/租房","2026-06-18-round11-life","round11-life-extension","life","resonant","common","17","0","5","0","0"
"1254","你不是爱折腾，只是居住条件一直在逼你迁移。","W","居住/租房","2026-06-18-round11-life","round11-life-extension","life","wry","common","21","0","5","0","0"
"1255","真正麻烦的不是搬家那天，而是之后每一天的重新适应。","W","居住/租房","2026-06-18-round11-life","round11-life-extension","life","resonant","common","25","0","5","0","0"
"1256","工资刚到账，房租和日常支出就先分走一半。","W","消费","2026-06-18-round11-life","round11-life-extension","life","wry","common","20","0","5","0","0"
"1257","你以为自己没乱花，实际上是在给生活买方便。","W","消费","2026-06-18-round11-life","round11-life-extension","life","sharp","uncommon","21","0","5","0","0"
"1258","真正吞钱的往往不是大件，是一笔笔没感觉的小开销。","W","消费","2026-06-18-round11-life","round11-life-extension","life","wry","common","24","0","5","0","0"
"1259","今天省下的那点，明天又被外卖、网购和交通吃掉。","W","消费","2026-06-18-round11-life","round11-life-extension","life","resonant","common","23","0","5","0","0"
"1260","预算看起来没问题，月底总还是会失血。","W","消费","2026-06-18-round11-life","round11-life-extension","life","sharp","uncommon","18","0","5","0","0"
